"文献番号","出願番号","出願日","公知日","発明の名称","出願人/権利者","FI","公開番号","公告番号","登録番号","審判番号","その他","ステージ","イベント詳細","文献URL"
"特開2007-128146","特願2005-318201","2005/11/01","2007/05/24","無人搬送車の牽引装置","マツダ株式会社","B61B13/00@V,B65G1/00,501@C,G05D1/02@T,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/646,G05D1/656,G05D1/678,G05D1/69,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00","特開2007-128146","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-128146/11/ja"
"特開2007-118844","特願2005-315665","2005/10/31","2007/05/17","無人搬送車","三菱電機株式会社","B61B13/00@A,B61B13/00@S,B61D47/00@A","特開2007-118844","","特許4558628","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-118844/11/ja"
"特開2007-084275","特願2005-274953","2005/09/22","2007/04/05","無人搬送車及び無人搬送システム","ＴＤＫ株式会社","B22F3/00@F,B22F3/10@K,B65G1/00,501@C","特開2007-084275","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-084275/11/ja"
"特開2007-074800","特願2005-257782","2005/09/06","2007/03/22","無人搬送車の電池充放電管理システム","株式会社椿本チエイン","H01M10/44@Q,H02J7/00@B","特開2007-074800","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-074800/11/ja"
"特開2007-072870","特願2005-260800","2005/09/08","2007/03/22","無人搬送車の制御装置","ニチユ三菱フォークリフト株式会社","B60L3/04@D,B60L7/10,B61B13/00@V,G05D1/02@R,G05D1/43,G05D1/60,G05D1/617,G05D1/646,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10","特開2007-072870","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-072870/11/ja"
"特開2007-068398","特願2006-313249","2006/11/20","2007/03/15","無人搬送車システム","シンフォニアテクノロジー株式会社","B60L11/18@C,B60L15/40@E,B61B13/00@S,B61B13/00@T,B61B13/00@V,B60L53/14","特開2007-068398","","特許4453695","","","特許 消滅","存続期間満了による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-068398/11/ja"
"特開2007-062931","特願2005-251238","2005/08/31","2007/03/15","無人搬送車","ＴＤＫ株式会社","B65G1/00,501@C,B65G1/00,521@Z","特開2007-062931","","特許4358171","","","特許 有効","年金の支払い","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-062931/11/ja"
"特開2007-052705","特願2005-238532","2005/08/19","2007/03/01","無人搬送車用の誘導装置","トヨタ車体株式会社","B61B13/00@N,B61B13/00@V,G05D1/02@F,G05D1/244,G05D1/43,G05D1/60,G05D1/622,G05D1/65,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:10","特開2007-052705","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-052705/11/ja"
"特開2007-047869","特願2005-228567","2005/08/05","2007/02/22","無人搬送車の運行制御方法","株式会社椿本チエイン","B61B13/00@V,B65G1/00,501@C,G05D1/02@P,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/646,G05D1/69,G05D1/693,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2007-047869","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-047869/11/ja"
"特開2007-022282","特願2005-206484","2005/07/15","2007/02/01","無人搬送車の車輪磨耗量の推定方法と車輪交換時期の判定方法、及び、無人搬送車の走行制御方法とその装置。","株式会社ブリヂストン","B60C11/24@Z,B60C23/00@Z,B60K41/00,480,B60W40/12,B61B13/00@N,B61B13/00@V,G05D1/02@X,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/644,G05D1/646,G05D1/65,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:63","特開2007-022282","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-022282/11/ja"
"特開2007-015799","特願2005-197429","2005/07/06","2007/01/25","無人搬送車","大成建設株式会社","B65G49/00@A,B65G49/07@C,H01L21/68@A","特開2007-015799","","特許4829553","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2007-015799/11/ja"
"特開2006-338063","特願2005-158240","2005/05/31","2006/12/14","無人搬送車の走行制御方法","パナソニック株式会社","B61B13/00@V,G01S17/88@A,G01S17/93,G05D1/02@J,G05D1/02@W,G05D1/24,G05D1/242,G05D1/243,G05D1/245,G05D1/246,G05D1/43,G05D1/60,G05D1/644,G05D1/648,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:60,G05D111:63","特開2006-338063","","特許4467467","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-338063/11/ja"
"特開2006-252337","特願2005-069943","2005/03/11","2006/09/21","無人搬送車","ニチユ三菱フォークリフト株式会社","B61B13/00@V,G05D1/02@J,G05D1/02@R,G05D1/24,G05D1/242,G05D1/243,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:60","特開2006-252337","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-252337/11/ja"
"特開2006-209567","特願2005-022408","2005/01/31","2006/08/10","無人搬送車の誘導装置","日本車輌製造株式会社,多摩川精機株式会社","G01S17/88@B,G01S19/14,G01S19/40,G05D1/02@J,G05D1/24,G05D1/242,G05D1/243,G05D1/245,G05D1/248,G05D1/43,G05D1/60,G05D1/644,G05D105:00,G05D105:20,G05D107:00,G05D107:10,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:50,G05D111:63","特開2006-209567","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-209567/11/ja"
"特開2006-202041","特願2005-012954","2005/01/20","2006/08/03","無人搬送車システム","三菱電機株式会社","B60L5/00@B,B61B13/00@T,B61B13/00@V,G05D1/02@Z,G05D1/229,G05D1/43,G05D1/60,G05D1/644,G05D1/65,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:30","特開2006-202041","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-202041/11/ja"
"特開2006-171903","特願2004-360378","2004/12/13","2006/06/29","無人搬送車の監視システム","株式会社日立プラントテクノロジー","B61B13/00@V,G05D1/02@P,G05D1/226,G05D1/43,G05D1/60,G05D1/646,G05D1/69,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10","特開2006-171903","","特許4485338","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-171903/11/ja"
"特開2006-171902","特願2004-360377","2004/12/13","2006/06/29","無人搬送車の監視システム","株式会社日立プラントテクノロジー","G05D1/02@P,G05D1/02@R,G05D1/226,G05D1/249,G05D1/43,G05D1/60,G05D1/617,G05D1/646,G05D1/69,G05D1/692,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10","特開2006-171902","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-171902/11/ja"
"特開2006-107027","特願2004-291373","2004/10/04","2006/04/20","無人搬送車","株式会社ＩＨＩ,ＩＨＩ運搬機械株式会社","B61B13/00@V,G05D1/02@J,G05D1/02@W,G05D1/228,G05D1/229,G05D1/24,G05D1/243,G05D1/245,G05D1/43,G05D1/60,G05D1/644,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:50","特開2006-107027","","特許4264399","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-107027/11/ja"
"特開2006-072800","特願2004-256897","2004/09/03","2006/03/16","無人搬送車の制御装置","トヨタ車体株式会社","G05D1/02@R,G05D1/24,G05D1/242,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/646,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2006-072800","","特許4270078","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-072800/11/ja"
"特開2006-056686","特願2004-241740","2004/08/23","2006/03/02","無人搬送車","ニチユ三菱フォークリフト株式会社","B65G1/00,501@C,B65H19/12@A","特開2006-056686","","特許4325864","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-056686/11/ja"
"特開2006-053777","特願2004-235347","2004/08/12","2006/02/23","無人搬送車の障害物検知装置","富士重工業株式会社","B61B13/00@A,B61B13/06@H,B61F19/04,G05D1/02@R,G05D1/24,G05D1/241,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/628,G05D1/644,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:10,G05D107:20,G05D107:70,G05D109:00,G05D109:10,G05D111:00","特開2006-053777","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-053777/11/ja"
"特開2006-048210","特願2004-225483","2004/08/02","2006/02/16","無人搬送車運行制御システム","マツダ株式会社","B61B13/00@V,G05D1/02@P,G05D1/222,G05D1/224,G05D1/226,G05D1/229,G05D1/24,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/633,G05D1/644,G05D1/65,G05D1/661,G05D1/69,G05D1/692,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2006-048210","","特許4457801","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-048210/11/ja"
"特開2006-040125","特願2004-221851","2004/07/29","2006/02/09","無人搬送車の運行制御方法及び運行制御システム","マツダ株式会社","B23P21/00,307@Z,G05B19/418@Z,G05D1/02@T,G05D1/224,G05D1/229,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/65,G05D1/656,G05D1/69,G05D1/693,G05D1/698,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2006-040125","","特許4264981","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-040125/11/ja"
"特開2006-036025","特願2004-218933","2004/07/27","2006/02/09","車輪ユニットおよび無人搬送車","シンフォニアテクノロジー株式会社","B60B19/00@Z,B60B21/02@G,B60K7/00,B61B13/00@A","特開2006-036025","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-036025/11/ja"
"特開2006-004182","特願2004-179948","2004/06/17","2006/01/05","無人搬送車による部品供給システム","シャープ株式会社","G05D1/02@T,G05D1/24,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/633,G05D1/65,G05D1/656,G05D1/69,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00","特開2006-004182","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-004182/11/ja"
"特開2006-001335","特願2004-177918","2004/06/16","2006/01/05","無人搬送車および搬送システム","アシスト　テクノロジーズ　ジャパン株式会社","B60G11/02,B61B13/00@A,B61D27/00@S,B65G49/06@Z,H01L21/68@A","特開2006-001335","","","拒絶2006-009311","","（出願の）却下・拒絶","拒絶査定の維持","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2006-001335/11/ja"
"特開2005-339582","特願2005-230517","2005/08/09","2005/12/08","無人搬送車の走行制御機構","グリーンボーイ株式会社,株式会社山本製作所","B61B13/00@V,G05D1/02@R,G05D1/228,G05D1/229,G05D1/24,G05D1/43,G05D1/60,G05D1/617,G05D1/644,G05D1/80,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2005-339582","","特許4051420","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-339582/11/ja"
"特開2005-306178","特願2004-124980","2004/04/21","2005/11/04","無人搬送車","株式会社シンテックホズミ","B61B13/00@A,B62D7/14@B,B62D7/15@A,B62D7/15@D,B62D7/15@E","特開2005-306178","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-306178/11/ja"
"特開2005-292997","特願2004-104358","2004/03/31","2005/10/20","無人搬送車を用いた作業システム","マツダ株式会社","B23P19/00,302@G,B23P19/00,302@H,B23P21/00,307@P,B23P21/00,307@Z,B61B13/00@V,G05D1/02@A,G05D1/02@Y,G05D1/224,G05D1/229,G05D1/24,G05D1/244,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/667,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2005-292997","","特許4265462","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-292997/11/ja"
"特開2005-292915","特願2004-103142","2004/03/31","2005/10/20","無人搬送車による部品供給装置","マツダ株式会社","B23P19/00,302@H,B23P21/00,307@P,B61B13/00@V,B61D47/00@A,G05D1/02@B,G05D1/228,G05D1/229,G05D1/24,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/628,G05D1/639,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2005-292915","","特許4265460","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-292915/11/ja"
"特開2005-284658","特願2004-096729","2004/03/29","2005/10/13","無人搬送車利用の生産方法と生産設備","株式会社クボタ","B23P19/00,302@G,B23P21/00,307@E,B61B13/00@V,G05D1/02@A,G05D1/224,G05D1/229,G05D1/24,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/646,G05D1/693,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2005-284658","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-284658/11/ja"
"特開2005-258844","特願2004-069990","2004/03/12","2005/09/22","磁気誘導線付き覆蔽部材および無人搬送車の磁気誘導装置","ニチユ三菱フォークリフト株式会社","B61B13/00@V,G05D1/02@B,G05D1/228,G05D1/229,G05D1/24,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/65,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00","特開2005-258844","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-258844/11/ja"
"特開2005-258843","特願2004-069989","2004/03/12","2005/09/22","無人搬送車および無人搬送システム","ニチユ三菱フォークリフト株式会社","B61B13/00@V,G05D1/02@P,G05D1/226,G05D1/228,G05D1/229,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/65,G05D1/69,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2005-258843","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-258843/11/ja"
"特開2005-258754","特願2004-068724","2004/03/11","2005/09/22","無人搬送車のパレットへの進入誘導方法および装置","新日鐵住金株式会社","B61D47/00@A,G05D1/02@H,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/245,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/644,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00","特開2005-258754","","特許4427360","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-258754/11/ja"
"特開2005-250574","特願2004-056461","2004/03/01","2005/09/15","無人搬送車および無人搬送車の運転方法","ニチユ三菱フォークリフト株式会社","B61B13/00@V,G05D1/02@B,G05D1/228,G05D1/229,G05D1/24,G05D1/244,G05D1/245,G05D1/43,G05D1/60,G05D1/65,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2005-250574","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-250574/11/ja"
"特開2005-242540","特願2004-049546","2004/02/25","2005/09/08","無人搬送車の走行制御方法および走行制御システム並びに無人搬送車","パナソニック株式会社","B61B13/00@V,G05D1/02@P,G05D1/224,G05D1/225,G05D1/226,G05D1/229,G05D1/24,G05D1/245,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/644,G05D1/65,G05D1/69,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:30","特開2005-242540","","","","","（出願の）却下・拒絶","出願のみなし取下げ","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-242540/11/ja"
"特開2005-239315","特願2004-048452","2004/02/24","2005/09/08","搬送車監視制御装置、無人搬送車、搬送システム、及び搬送車監視制御方法","三菱重工業株式会社","B65G63/00@H,G05D1/02@J,G05D1/224,G05D1/225,G05D1/229,G05D1/24,G05D1/243,G05D1/43,G05D1/60,G05D1/622,G05D1/633,G05D1/65,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D109:00,G05D109:10,G05D111:00","特開2005-239315","","","","","（出願の）却下・拒絶","出願の拒絶・却下","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-239315/11/ja"
"特開2005-234625","特願2004-039310","2004/02/17","2005/09/02","無人搬送車のセンサ制御装置及び無人搬送システム","アシスト　テクノロジーズ　ジャパン株式会社","B61B13/00@V,G01S7/497,G01S17/88@B,G01S17/88,G05D1/02@D,G05D1/02@S,G01S17/04,G05D1/228,G05D1/229,G05D1/24,G05D1/242,G05D1/244,G05D1/43,G05D1/60,G05D1/617,G05D1/622,G05D1/633,G05D1/65,G05D1/693,G05D1/80,G05D1/86,G05D105:00,G05D105:20,G05D107:00,G05D107:20,G05D107:40,G05D109:00,G05D109:10,G05D111:00,G05D111:10,G05D111:63","特開2005-234625","","特許4352925","","","特許 消滅","年金不納による特許権の消滅","https://www.j-platpat.inpit.go.jp/c1801/PU/JP-2005-234625/11/ja"
